No    ,Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Der(km),xM,MD,ML,Mw,Ms,Mb,Tip,Yer
1,2.02201E+13,2022.01.01,12:42.4,38.1993,38.6032,5,2.4,0,2.4,0,0,0,Ke,SOGUTLU-PUTURGE (MALATYA) [South West  3.4 km]
2,2.02201E+13,2022.01.01,08:21.4,36.8723,28.7315,7,2,0,2,0,0,0,Ke,TEPEARASI-ORTACA (MUGLA) [East 2.9 km]
3,2.02201E+13,2022.01.01,58:15.8,40.411,28.4215,2.2,2.2,0,2.2,0,0,0,Ke,BAYRAMDERE-KARACABEY (BURSA) [North East  4.0 km]
4,2.02201E+13,2022.01.01,57:36.5,40.3855,28.3985,5.4,2.1,0,2.1,0,0,0,Ke,BAYRAMDERE-KARACABEY (BURSA) [East 0.9 km]
5,2.02201E+13,2022.01.01,15:24.9,39.2315,41.4187,5.9,2.6,0,2.6,0,0,0,Ke,SEKI-VARTO (MUS) [South West  1.3 km]
6,2.02201E+13,2022.01.01,02:42.9,40.7933,31.5175,3.9,2.3,0,2.3,0,0,0,Ke,KIZILAGIL- (BOLU) [North West  1.6 km]
7,2.02201E+13,2022.01.01,54:07.9,35.8175,33.73,20.2,2.3,0,2.3,0,0,0,Ke,AKDENIZ
8,2.02201E+13,2022.01.01,17:11.4,37.364,35.0165,5.2,2.1,0,2.1,0,0,0,Ke,GILDIRLI-KARAISALI (ADANA) [North West  3.5 km]
9,2.02201E+13,2022.01.01,12:47.1,37.3545,34.9663,5.5,2.7,0,2.7,0,0,0,Ke,BELEMEDIK-POZANTI (ADANA) [East 4.7 km]
10,2.02201E+13,2022.01.01,35:28.8,37.746,37.6342,7.7,2,0,2,0,0,0,Ke,ORENLI-GOLBASI (ADIYAMAN) [South West  0.1 km]
11,2.02201E+13,2022.01.01,08:59.5,38.8445,33.993,5.4,2.1,0,2.1,0,0,0,Ke,CIFTEVI-ORTAKOY (AKSARAY) [North West  2.7 km]
12,2.02201E+13,2022.01.01,59:25.8,39.4603,26.2013,11.7,2.3,0,2.3,0,0,0,Ke,KOYUNEVI-AYVACIK (CANAKKALE) [South East  4.0 km]
13,2.02201E+13,2022.01.01,57:33.7,36.0635,27.5767,5.4,2.8,0,2.8,0,0,0,Ke,AKDENIZ
14,2.02201E+13,2022.01.01,51:22.0,36.5387,26.4623,125.5,2.6,0,2.6,0,0,0,Ke,AKDENIZ
15,2.02201E+13,2022.01.01,31:10.7,38.5007,39.3335,3.3,2.8,0,2.8,0,0,0,Ke,GUNEYKOY-SIVRICE (ELAZIG) [East 1.0 km]
16,2.02201E+13,2022.01.01,02:36.0,37.8307,26.9675,13.3,2.8,0,2.8,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
17,2.02201E+13,2022.01.01,22:54.7,37.9342,37.1002,13.5,2.6,0,2.6,0,0,0,Ke,TURKMENLER-EKINOZU (KAHRAMANMARAS) [South 3.2 km]
18,2.02201E+13,2022.01.01,14:32.0,38.721,43.0705,5.2,2.5,0,2.5,0,0,0,Ke,VAN GOLU
19,2.02201E+13,2022.01.01,19:58.4,37.0738,27.705,7.1,2.1,0,2.1,0,0,0,Ke,YENIKOY-BODRUM (MUGLA) [South East  3.1 km]
20,2.02201E+13,2022.01.01,42:18.4,39.2028,41.3917,6.2,2.3,0,2.3,0,0,0,Ke,LEYLEK-VARTO (MUS) [South East  0.3 km]
21,2.02201E+13,2022.01.01,24:44.6,36.1673,29.913,13.3,2,0,2,0,0,0,Ke,KALEUCAGIZ-DEMRE (ANTALYA) [South East  6.9 km]
22,2.02201E+13,2022.01.01,52:47.0,35.4733,27.3065,7.7,2.6,0,2.6,0,0,0,Ke,AKDENIZ
23,2.02201E+13,2022.01.01,06:34.7,40.357,28.3837,16.3,2.1,0,2.1,0,0,0,Ke,BAYRAMDERE-KARACABEY (BURSA) [South 3.2 km]
24,2.02201E+13,2022.01.01,04:19.0,40.3583,28.3883,14.2,2.8,0,2.8,0,0,0,Ke,BAYRAMDERE-KARACABEY (BURSA) [South 3.0 km]
25,2.02201E+13,2022.01.01,44:30.0,36.5798,26.7803,109.7,2.1,0,2.1,0,0,0,Ke,AKDENIZ
26,2.02201E+13,2022.01.01,36:13.5,36.4825,29.1707,3.3,2,0,2,0,0,0,Ke,KARAAGAC-FETHIYE (MUGLA) [North East  2.2 km]
27,2.02112E+13,2021.12.31,55:35.5,36.4103,27.0495,5.6,2.2,0,2.2,0,0,0,Ke,ONIKI ADALAR (AKDENIZ)
28,2.02112E+13,2021.12.31,40:25.7,38.9875,26.5285,12.4,2.1,0,2.1,0,0,0,Ke,MIDILLI ADASI (EGE DENIZI)
29,2.02112E+13,2021.12.31,59:50.5,37.9635,27.1223,4.7,2.1,0,2.1,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
30,2.02112E+13,2021.12.31,28:43.7,39.3748,38.3373,6.8,2,0,2,0,0,0,Ke,COBANDURAGI-DIVRIGI (SIVAS) [South East  4.7 km]
31,2.02112E+13,2021.12.31,06:16.1,37.0825,28.3977,7,2.3,0,2.3,0,0,0,Ke,ULA (MUGLA) [South West  2.8 km]
32,2.02112E+13,2021.12.31,30:39.3,37.084,28.4052,4,3,0,3,2.9,0,0,Ke,ULA (MUGLA) [South West  2.3 km]
33,2.02112E+13,2021.12.31,52:25.5,40.7932,36.2675,7.9,2.4,0,2.4,0,0,0,Ke,MERCIMEKKOY-TASOVA (AMASYA) [North East  2.1 km]
34,2.02112E+13,2021.12.31,08:56.4,37.07,28.4003,2.6,2.2,0,2.2,0,0,0,Ke,YESILOVA-ULA (MUGLA) [West 2.2 km]
35,2.02112E+13,2021.12.31,51:05.9,40.1907,31.7438,12.5,2.2,0,2.2,0,0,0,Ke,HIRKATEPE-BEYPAZARI (ANKARA) [South West  1.3 km]
36,2.02112E+13,2021.12.31,03:10.2,40.3817,41.5897,6.6,2.5,0,2.5,0,0,0,Ke,INCEDERE-TORTUM (ERZURUM) [North West  3.3 km]
37,2.02112E+13,2021.12.30,24:02.9,40.7907,31.524,6.7,2.6,0,2.6,0,0,0,Ke,KIZILAGIL- (BOLU) [North 1.2 km]
38,2.02112E+13,2021.12.30,04:02.7,41.4873,44.1372,28.6,3.5,0,3.5,0,0,0,Ke,GURCISTAN
39,2.02112E+13,2021.12.30,51:27.3,37.8645,26.9458,5.3,2.4,0,2.4,0,0,0,Ke,KUSADASI KORFEZI (EGE DENIZI)
40,2.02112E+13,2021.12.30,23:58.1,39.2802,28.2493,7.3,3.3,0,3.3,3.2,0,0,Ke,YOLCUPINAR-SINDIRGI (BALIKESIR) [North West  1.7 km]
41,2.02112E+13,2021.12.30,47:18.7,37.98,26.191,5,2,0,2,0,0,0,Ke,EGE DENIZI
42,2.02112E+13,2021.12.30,05:41.3,39.2023,41.3832,5.3,2.5,0,2.5,0,0,0,Ke,LEYLEK-VARTO (MUS) [South West  0.6 km]
43,2.02112E+13,2021.12.30,16:17.5,38.9755,26.0535,18.8,2.1,0,2.1,0,0,0,Ke,MIDILLI ADASI GUNEYI (EGE DENIZI)
44,2.02112E+13,2021.12.30,58:36.2,36.8767,27.9282,15.6,2,0,2,0,0,0,Ke,GOKOVA KORFEZI (AKDENIZ)
45,2.02112E+13,2021.12.30,24:55.7,35.153,26.7173,24.4,2.8,0,2.8,0,0,0,Ke,GIRIT ADASI (AKDENIZ)
46,2.02112E+13,2021.12.30,28:16.3,41.0647,43.9038,11.5,2,0,2,0,0,0,Ke,ERMENISTAN
47,2.02112E+13,2021.12.30,06:50.9,38.9973,26.5065,12,2.9,0,2.9,0,0,0,Ke,MIDILLI ADASI (EGE DENIZI)
48,2.02112E+13,2021.12.30,58:27.9,35.2247,26.7473,5,2.7,0,2.7,0,0,0,Ke,GIRIT ADASI (AKDENIZ)
49,2.02112E+13,2021.12.30,16:52.7,35.2213,26.8413,5,3.3,0,3.1,3.3,0,0,Ke,GIRIT ADASI (AKDENIZ)
50,2.02112E+13,2021.12.30,56:18.1,36.3882,27.0632,5,2.4,0,2.4,0,0,0,Ke,AKDENIZ
51,2.02112E+13,2021.12.30,10:54.1,40.2078,31.7435,9.5,2,0,2,0,0,0,Ke,HIRKATEPE-BEYPAZARI (ANKARA) [North West  1.6 km]
52,2.02112E+13,2021.12.29,17:02.2,35.006,26.5325,9.7,2.5,0,2.5,0,0,0,Ke,GIRIT ADASI ACIKLARI (AKDENIZ)
53,2.02112E+13,2021.12.29,09:35.7,38.9593,26.1292,14.6,2.3,0,2.3,0,0,0,Ke,MIDILLI ADASI GUNEYI (EGE DENIZI)
54,2.02112E+13,2021.12.29,52:40.9,35.1478,26.8975,5,2.6,0,2.6,0,0,0,Ke,GIRIT ADASI (AKDENIZ)
