No    ,Deprem Kodu,Olus tarihi,Olus zamani,Enlem,Boylam,Der(km),xM,MD,ML,Mw,Ms,Mb,Tip,Yer
1,2.01601E+13,2016.01.01,49:10.8,41.0537,39.9902,6.9,2.2,0,2.2,0,0,0,Ke,YESILYALI-ARSIN (TRABZON) [North 12.5 km]
2,2.01601E+13,2016.01.01,45:01.9,37.808,32.105,5.3,2.6,0,2.6,0,0,0,Ke,SEFAKOY-MERAM (KONYA) [West 3.5 km]
3,2.01601E+13,2016.01.01,53:42.9,39.2717,40.2425,4,2.2,0,2.2,0,0,0,Ke,YAZGUNU-KIGI (BINGOL) [North West  0.3 km]
4,2.01601E+13,2016.01.01,07:07.3,40.7202,29.0667,7.8,2.5,0,2.5,0,0,0,Ke,CINARCIK ACIKLARI-YALOVA (MARMARA DENIZI)
5,2.01601E+13,2016.01.01,49:32.2,39.1483,29.078,4.8,2.6,0,2.6,0,0,0,Ke,SOGUT-SIMAV (KUTAHYA) [North 2.4 km]
6,2.01601E+13,2016.01.01,35:31.5,39.404,28.257,9.1,3.1,0,3.1,0,0,0,Ke,DURASILAR-BIGADIC (BALIKESIR) [North East  2.0 km]
7,2.01601E+13,2016.01.01,32:30.8,36.2545,28.2725,61.4,2.4,0,2.4,0,0,0,Ke,AKDENIZ
8,2.01601E+13,2016.01.01,40:15.3,39.1495,29.0753,4.8,2.4,0,2.4,0,0,0,Ke,SOGUT-SIMAV (KUTAHYA) [North West  2.0 km]
9,2.01601E+13,2016.01.01,28:18.1,39.1565,29.0762,5.1,2.9,0,2.9,0,0,0,Ke,SOGUT-SIMAV (KUTAHYA) [North 3.1 km]
10,2.01601E+13,2016.01.01,26:42.4,39.1683,29.0763,4.9,3.3,0,3.3,0,0,0,Ke,AHLATLICESME-SIMAV (KUTAHYA) [North East  3.8 km]
11,2.01601E+13,2016.01.01,39:25.3,38.6798,42.964,9,2.3,0,2.3,0,0,0,Ke,VAN GOLU
12,2.01601E+13,2016.01.01,43:50.8,36.3765,29.3105,18.5,2.4,0,2.4,0,0,0,Ke,CUKURINCIR-FETHIYE (MUGLA) [South West  1.6 km]
13,2.01601E+13,2016.01.01,03:24.3,38.819,37.8703,5.3,2.1,0,2.1,0,0,0,Ke,DURSUNLU-HEKIMHAN (MALATYA) [North East  2.0 km]
14,2.01601E+13,2016.01.01,01:07.7,38.775,37.8663,9.2,2,0,2,0,0,0,Ke,GUZELYURT-HEKIMHAN (MALATYA) [West 1.7 km]
15,2.01601E+13,2016.01.01,39:59.9,36.148,29.6252,5,2.2,0,2.2,0,0,0,Ke,KAS (ANTALYA) [South West  6.5 km]
16,2.01601E+13,2016.01.01,38:45.6,36.1598,29.63,5,2.2,0,2.2,0,0,0,Ke,KAS (ANTALYA) [South 4.0 km]
17,2.01601E+13,2016.01.01,18:15.6,36.9518,26.5298,5,2.8,0,2.8,0,0,0,Ke,AKDENIZ
18,2.01601E+13,2016.01.01,29:40.5,41.1707,38.6348,10.8,3.5,0,3.5,0,0,0,Ke,GIRESUN ACIKLARI (KARADENIZ)
19,2.01601E+13,2016.01.01,04:05.5,40.2435,35.3075,6.6,2.3,0,2.3,0,0,0,Ke,INCESU-ORTAKOY (CORUM) [South West  3.7 km]
20,2.01601E+13,2016.01.01,11:14.1,40.0663,30.5187,5,4.2,0,4.2,4.1,0,0,Ke,TOZMAN-INHISAR (BILECIK) [South East  1.6 km]
21,2.01601E+13,2016.01.01,34:52.4,39.0392,35.8738,5.2,3.2,0,3.2,0,0,0,Ke,PALAS-SARIOGLAN (KAYSERI) [  1.44 km]
22,2.01601E+13,2016.01.01,52:42.5,39.1538,29.049,5.4,2,0,2,0,0,0,Ke,AHLATLICESME-SIMAV (KUTAHYA) [North East  1.7 km]
23,2.01601E+13,2016.01.01,03:14.6,40.4055,27.1663,5.4,2,0,2,0,0,0,Ke,DEGIRMENCIK-BIGA (CANAKKALE) [South East  2.9 km]
24,2.01601E+13,2016.01.01,08:22.1,40.2367,31.5908,13.8,2.1,0,2.1,0,0,0,Ke,NALLIGOLCUK-NALLIHAN (ANKARA) [South East  5.0 km]
25,2.01512E+13,2015.12.31,54:09.2,39.5998,41.2,6.8,2.6,0,2.6,0,0,0,Ke,TURNAGOL-TEKMAN (ERZURUM) [North East  2.4 km]
26,2.01512E+13,2015.12.31,38:33.9,39.116,27.8993,7.4,2.4,0,2.4,0,0,0,Ke,ALIFAKI-KIRKAGAC (MANISA) [East 1.7 km]
