No    	Deprem Kodu	Olus tarihi	Olus zamani	Enlem	Boylam	Der(km)	xM	MD	ML	Mw	Ms	Mb	Tip	Yer
000001	20100101225344	2010.01.01	22:53:44.75	39.5183	33.1363	006.5	2.2	2.2	0.0		0.0	0.0	Ke	BALA (ANKARA) [South East  4.0 km]
000002	20100101212017	2010.01.01	21:20:17.43	37.9578	27.4437	006.8	2.8	2.8	0.0		0.0	0.0	Ke	SIRINCE-SELCUK (IZMIR) [North East  1.9 km]
000003	20100101210121	2010.01.01	21:01:21.13	40.1500	28.2928	004.7	3.0	3.0	0.0		0.0	0.0	Ke	YOLAGZI-KARACABEY (BURSA) [North West  1.9 km]
000004	20100101184153	2010.01.01	18:41:53.28	39.1278	26.5177	007.3	2.8	2.8	0.0		0.0	0.0	Ke	MIDILLI ADASI (EGE DENIZI)
000005	20100101180657	2010.01.01	18:06:57.45	35.8987	27.1560	010.0	3.8	0.0	3.8		0.0	0.0	Ke	AKDENIZ
000006	20100101172718	2010.01.01	17:27:18.23	40.4762	29.1390	006.3	2.8	2.8	0.0		0.0	0.0	Ke	HAYDARIYE-GEMLIK (BURSA) [South East  4.8 km]
000007	20100101142403	2010.01.01	14:24:03.66	39.0933	29.4743	009.5	2.9	2.9	0.0		0.0	0.0	Ke	YAYLAKOY-GEDIZ (KÜTAHYA) [North West  2.0 km]
000008	20100101130256	2010.01.01	13:02:56.55	37.0327	36.0928	008.1	2.8	2.8	0.0		0.0	0.0	Ke	BUYUKTUYSUZ-TOPRAKKALE (OSMANIYE) [North West  0.9 km]
000009	20100101114858	2010.01.01	11:48:58.52	40.4047	34.6208	005.3	2.8	2.8	0.0		0.0	0.0	Ke	MISLEROVACIGI- (ÇORUM) [West 0.3 km]
000010	20100101110310	2010.01.01	11:03:10.27	39.3333	40.9630	009.4	2.9	2.9	0.0		0.0	0.0	Ke	ILIPINAR-KARLIOVA (BINGOL) [South East  5.2 km]
000011	20100101090256	2010.01.01	09:02:56.02	39.3533	38.4492	007.4	3.0	3.0	0.0		0.0	0.0	Ke	GUMUSCESME-KEMALIYE (ERZINCAN) [North East  4.7 km]
000012	20100101084011	2010.01.01	08:40:11.68	38.2202	32.4710	026.0	2.7	2.7	0.0		0.0	0.0	Ke	KONAR-SARAYONU (KONYA) [South 3.6 km]
000013	20100101083943	2010.01.01	08:39:43.11	37.8157	29.1672	005.0	2.6	2.6	0.0		0.0	0.0	Ke	KOCADERE- (DENIZLI) [South West  3.9 km]
000014	20100101073323	2010.01.01	07:33:23.44	36.1970	30.2840	029.3	3.0	3.0	0.0		0.0	0.0	Ke	FINIKE AÇIKLARI-ANTALYA (AKDENIZ)
000015	20091231222133	2009.12.31	22:21:33.42	38.9185	44.1307	011.1	2.7	2.7	0.0		0.0	0.0	Ke	YUKARIBALCIKLI-OZALP (VAN) [South West  1.4 km]
000016	20091231220501	2009.12.31	22:05:01.23	37.2458	36.2512	005.0	3.4	3.4	0.0		0.0	0.0	Ke	KARATEPE-KADIRLI (OSMANIYE) [South 2.3 km]
000017	20091231214738	2009.12.31	21:47:38.42	37.1555	35.5425	021.7	2.2	2.2	0.0		0.0	0.0	Ke	GOKBUKET-SARICAM (ADANA) [North West  1.5 km]
000018	20091231200833	2009.12.31	20:08:33.90	38.5365	28.2800	004.5	2.6	2.6	0.0		0.0	0.0	Ke	DURASILLI-SALIHLI (MANISA) [North East  3.6 km]
000019	20091231180942	2009.12.31	18:09:42.04	38.9323	28.1497	007.8	2.9	2.9	0.0		0.0	0.0	Ke	CITAK-AKHISAR (MANISA) [South East  2.7 km]
000020	20091231175029	2009.12.31	17:50:29.15	39.3032	40.8465	005.0	3.2	3.2	0.0		0.0	0.0	Ke	KAYNAK-KARLIOVA (BINGOL) [North West  8.5 km]
000021	20091231171835	2009.12.31	17:18:35.03	39.4415	28.9688	009.9	2.8	2.8	0.0		0.0	0.0	Ke	SARKATLAR-SIMAV (KÜTAHYA) [South East  0.8 km]
000022	20091231145638	2009.12.31	14:56:38.25	37.2137	36.2837	015.6	2.6	2.6	0.0		0.0	0.0	Ke	KARAGEDIK-DUZICI (OSMANIYE) [South East  1.7 km]
000023	20091231142941	2009.12.31	14:29:41.78	39.9090	29.9080	007.7	2.5	2.5	0.0		0.0	0.0	Ke	MURATDERE-BOZUYUK (BILECIK) [North East  2.3 km]
000024	20091231141926	2009.12.31	14:19:26.37	39.3732	38.5263	017.4	2.5	2.5	0.0		0.0	0.0	Ke	SALIHLI-KEMALIYE (ERZINCAN) [North East  4.8 km]
000025	20091231133743	2009.12.31	13:37:43.51	38.6583	39.4540	005.0	2.6	2.6	0.0		0.0	0.0	Ke	KIRACKOY- (ELAZIG) [South East  3.4 km]
000026	20091231130138	2009.12.31	13:01:38.10	36.3165	27.5353	084.5	3.9	3.5	3.9		0.0	0.0	Ke	DATÇA AÇIKLARI-MUGLA (AKDENIZ)
000027	20091231115142	2009.12.31	11:51:42.21	40.0137	39.8083	026.5	2.6	2.6	0.0		0.0	0.0	Ke	KALECIK-DEMIROZU (BAYBURT) [North 3.1 km]
000028	20091231113830	2009.12.31	11:38:30.61	39.3548	38.5180	014.4	2.6	2.6	0.0		0.0	0.0	Ke	SALIHLI-KEMALIYE (ERZINCAN) [North East  2.6 km]
000029	20091231101207	2009.12.31	10:12:07.66	37.1855	28.1612	014.6	2.7	2.7	0.0		0.0	0.0	Ke	CIFTLIKKOY- (MUGLA) [North 0.9 km]
000030	20091231063452	2009.12.31	06:34:52.38	38.0633	38.3832	015.9	2.6	2.6	0.0		0.0	0.0	Ke	KORUCAK-CELIKHAN (ADIYAMAN) [South East  0.6 km]
000031	20091231024921	2009.12.31	02:49:21.25	36.9045	29.3550	008.9	2.9	2.9	0.0		0.0	0.0	Ke	GURSU-CAMELI (DENIZLI) [South East  4.9 km]
000032	20091230225628	2009.12.30	22:56:28.91	36.1158	27.4155	006.6	2.9	2.9	0.0		0.0	0.0	Ke	AKDENIZ
000033	20091230221625	2009.12.30	22:16:25.16	36.9778	29.1863	020.1	2.5	2.5	0.0		0.0	0.0	Ke	KIRAZLIYAYLA-CAMELI (DENIZLI) [South West  1.6 km]
000034	20091230204054	2009.12.30	20:40:54.69	37.9600	28.9978	008.4	3.0	3.0	0.0		0.0	0.0	Ke	CABER-SARAYKOY (DENIZLI) [North East  0.9 km]
000035	20091230172324	2009.12.30	17:23:24.81	41.6608	27.5130	004.3	3.3	3.3	0.0		0.0	0.0	Ke	KAYNARCA-PINARHISAR (KIRKLARELI) [East 3.4 km]
000036	20091230165519	2009.12.30	16:55:19.84	41.6737	27.5222	004.8	3.2	3.2	0.0		0.0	0.0	Ke	CAYIRDERE-PINARHISAR (KIRKLARELI) [South East  3.0 km]
000037	20091230162802	2009.12.30	16:28:02.74	35.0455	27.4075	033.6	2.6	0.0	2.6		0.0	0.0	Ke	AKDENIZ
000038	20091230152629	2009.12.30	15:26:29.37	40.7475	26.3292	015.4	2.3	2.3	0.0		0.0	0.0	Ke	KOYUNTEPE-IPSALA (EDIRNE) [South West  2.5 km]
000039	20091230151938	2009.12.30	15:19:38.27	38.8027	35.4963	005.0	3.0	3.0	0.0		0.0	0.0	Ke	KOCASINAN (KAYSERI) [North East  8.3 km]
000040	20091230131847	2009.12.30	13:18:47.00	38.9042	27.8665	005.0	2.7	2.7	0.0		0.0	0.0	Ke	YENIDOGAN-AKHISAR (MANISA) [North West  0.6 km]
000041	20091230112551	2009.12.30	11:25:51.20	40.2083	29.6350	008.8	2.6	2.6	0.0		0.0	0.0	Ke	SUBASI-YENISEHIR (BURSA) [South West  2.5 km]
000042	20091230110604	2009.12.30	11:06:04.26	39.0047	42.4713	009.6	3.0	3.0	0.0		0.0	0.0	Ke	CAYGELDI-BULANIK (MUS) [South East  2.5 km]
000043	20091230110050	2009.12.30	11:00:50.64	36.7078	27.9523	006.2	3.5	3.5	0.0		0.0	0.0	Ke	BOZBURUN AÇIKLARI-MUGLA (AKDENIZ)
000044	20091230104329	2009.12.30	10:43:29.57	37.5445	35.3957	008.7	2.6	2.6	0.0		0.0	0.0	Ke	ALADAG (ADANA) [South East  0.1 km]
000045	20091230080137	2009.12.30	08:01:37.22	37.1795	28.6388	011.2	3.0	3.0	0.0		0.0	0.0	Ke	CAKMAK- (MUGLA) [South West  1.4 km]
000046	20091230022910	2009.12.30	02:29:10.55	36.1885	27.6745	012.5	3.0	3.0	0.0		0.0	0.0	Ke	AKDENIZ
000047	20091230012125	2009.12.30	01:21:25.52	37.8982	27.0793	007.0	3.0	3.0	0.0		0.0	0.0	Ke	KUSADASI KÖRFEZI (EGE DENIZI)
000048	20091230000258	2009.12.30	00:02:58.61	40.1715	27.0373	008.9	3.0	3.0	0.0		0.0	0.0	Ke	HARMANLI-BIGA (ÇANAKKALE) [West 2.2 km]
